Número total de Estabelecimentos ou Unidades Locais - Industria
Sigla,Código,Município,1970,1975,1980,1985,1995,
PE,2604403,Chã de Alegria,8,5,8,7,3,
PE,2604502,Chã Grande,3,6,6,11,6,
PE,2604601,Condado,7,10,14,12,4,
PE,2604700,Correntes,33,16,12,12,2,
PE,2604809,Cortês,7,9,13,15,9,
PE,2604908,Cumaru,3,12,4,5,2,
PE,2605004,Cupira,14,28,45,28,17,
PE,2605103,Custódia,14,13,15,39,13,
PE,2605152,Dormentes,,,,,1,
PE,2605202,Escada,40,42,58,55,52,
PE,2605301,Exu,16,13,26,26,11,
PE,2605400,Feira Nova,11,14,42,44,11,
PE,2605459,Fernando de Noronha,3,3,,,1,
PE,2605509,Ferreiros,4,3,5,6,7,
PE,2605608,Flores,11,14,17,10,7,
PE,2605707,Floresta,17,14,14,17,17,
PE,2605806,Frei Miguelinho,13,14,13,23,3,
PE,2605905,Gameleira,12,9,5,10,14,
PE,2606002,Garanhuns,114,115,128,127,171,
PE,2606101,Glória do Goitá,12,15,16,32,5,
PE,2606200,Goiana,62,80,77,89,58,
PE,2606309,Granito,1,,,3,3,
PE,2606408,Gravatá,82,71,115,162,83,
PE,2606507,Iati,6,2,3,7,1,
PE,2606606,Ibimirim,13,3,4,20,8,
PE,2606705,Ibirajuba,7,4,3,2,3,
PE,2606804,Igarassu,34,77,71,68,89,
PE,2606903,Iguaraci,2,5,6,10,3,
PE,2607000,Inajá,3,6,7,9,7,
PE,2607109,Ingazeira,3,2,,1,1,
PE,2607208,Ipojuca,28,21,37,38,33,
PE,2607307,Ipubi,30,16,25,24,47,
PE,2607406,Itacuruba,1,4,2,1,1,
PE,2607505,Itaíba,11,9,15,12,1,
PE,2607604,Itamaracá,5,3,3,4,10,
PE,2607653,Itambé,28,23,25,41,11,
PE,2607703,Itapetim,8,9,11,18,9,
PE,2607752,Itapissuma,,,,13,12,
PE,2607802,Itaquitinga,7,5,6,9,7,
PE,2607901,Jaboatão dos Guararapes,171,202,283,367,547,
PE,2607950,Jaqueira,,,,,,
PE,2608008,Jataúba,2,13,14,9,13,
PE,2608057,Jatobá,,,,,,
PE,2608107,João Alfredo,16,18,26,19,38,
PE,2608206,Joaquim Nabuco,9,3,8,10,4,
PE,2608255,Jucati,,,,,1,
PE,2608305,Jupi,11,13,17,27,2,
PE,2608404,Jurema,21,18,7,14,5,
PE,2608453,Lagoa do Carro,,,,,7,
PE,2608503,Lagoa do Itaenga,20,23,21,17,5,
PE,2608602,Lagoa do Ouro,8,3,5,7,2,
PE,2608701,Lagoa dos Gatos,44,11,13,18,4,
PE,2608750,Lagoa Grande,,,,,,
PE,2608800,Lajedo,20,20,24,39,46,
PE,2608909,Limoeiro,66,125,85,111,83,
PE,2609006,Macaparana,14,16,17,16,7,
PE,2609105,Machados,4,11,8,6,4,
PE,2609154,Manari,,,,,,
PE,2609204,Maraial,13,14,16,17,11,
PE,2609303,Mirandiba,3,2,17,5,4,
PE,2609402,Moreno,25,29,28,30,34,
PE,2609501,Nazaré da Mata,28,40,29,36,18,
PE,2609600,Olinda,131,165,220,236,487,
PE,2609709,Orobó,9,11,14,21,5,
PE,2609808,Orocó,1,5,3,1,0,
PE,2609907,Ouricuri,116,44,38,45,40,
PE,2610004,Palmares,46,48,78,70,52,
PE,2610103,Palmeirina,8,5,4,,0,
PE,2610202,Panelas,26,12,21,27,3,
PE,2610301,Paranatama,2,3,11,,4,
PE,2610400,Parnamirim,23,14,17,18,2,
PE,2610509,Passira,14,13,12,14,8,
PE,2610608,Paudalho,46,54,67,50,52,
PE,2610707,Paulista,49,101,134,141,237,
PE,2610806,Pedra,5,11,13,7,6,
PE,2610905,Pesqueira,59,92,73,87,86,
PE,2611002,Petrolândia,19,19,22,21,12,
PE,2611101,Petrolina,109,90,92,147,226,
PE,2611200,Poção,7,12,2,4,9,
PE,2611309,Pombos,17,31,28,43,15,
PE,2611408,Primavera,10,4,10,7,7,
PE,2611507,Quipapá,16,8,40,24,3,
PE,2611533,Quixaba,,,,,21,
PE,2611606,Recife,1214,1358,1895,1775,2500,
PE,2611705,Riacho das Almas,20,26,18,6,5,
PE,2611804,Ribeirão,35,35,40,38,24,
PE,2611903,Rio Formoso,17,21,19,17,13,
PE,2612000,Sairé,34,24,18,16,4,
PE,2612109,Salgadinho,1,2,1,3,4,
PE,2612208,Salgueiro,55,42,44,42,38,
PE,2612307,Saloá,7,6,8,6,2,
PE,2612406,Sanharó,6,7,7,32,8,
PE,2612455,Santa Cruz,,,,,1,
PE,2612471,Santa Cruz da Baixa Verde,,,,,1,
PE,2612505,Santa Cruz do Capibaribe,278,258,185,315,254,
PE,2612554,Santa Filomena,,,,,,
PE,2612604,Santa Maria da Boa Vista,10,12,8,7,14,
PE,2612703,Santa Maria do Cambucá,21,9,21,33,7,
PE,2612802,Santa Terezinha,3,3,5,11,2,
PE,2612901,São Benedito do Sul,18,11,15,12,3,
PE,2613008,São Bento do Una,20,21,17,18,17,
PE,2613107,São Caitano,28,28,25,30,9,
PE,2613206,São João,6,6,8,5,4,
PE,2613305,São Joaquim do Monte,5,7,4,17,2,
PE,2613404,São José da Coroa Grande,11,7,8,8,7,
PE,2613503,São José do Belmonte,4,4,27,12,5,
PE,2613602,São José do Egito,23,23,26,65,34,
PE,2613701,São Lourenço da Mata,70,80,98,51,75,
PE,2613800,São Vicente Ferrer,5,9,8,13,4,
PE,2613909,Serra Talhada,46,34,80,72,88,
PE,2614006,Serrita,4,1,3,4,7,
PE,2614105,Sertânia,17,13,21,17,21,
PE,2614204,Sirinhaém,13,14,15,17,11,
PE,2614303,Moreilândia,9,7,12,6,3,
PE,2614402,Solidão,1,2,2,7,0,
PE,2614501,Surubim,83,63,53,95,45,
PE,2614600,Tabira,18,24,33,47,19,
PE,2614709,Tacaimbó,13,10,8,8,6,
PE,2614808,Tacaratu,9,18,5,,5,
PE,2614857,Tamandaré,,,,,,
PE,2615003,Taquaritinga do Norte,9,18,18,74,17,
PE,2615102,Terezinha,1,2,2,1,2,
PE,2615201,Terra Nova,3,7,1,2,2,
PE,2615300,Timbaúba,138,151,116,97,49,
PE,2615409,Toritama,50,106,118,133,43,
PE,2615508,Tracunhaém,24,32,23,39,2,
PE,2615607,Trindade,10,5,28,29,53,
PE,2615706,Triunfo,10,16,18,13,4,
PE,2615805,Tupanatinga,4,1,5,14,4,
PE,2615904,Tuparetama,7,11,8,15,4,
PE,2616001,Venturosa,4,9,10,11,8,
PE,2616100,Verdejante,3,,16,9,2,
PE,2616183,Vertente do Lério,,,,,6,
PE,2616209,Vertentes,32,23,16,18,2,
PE,2616308,Vicência,21,19,19,23,12,
PE,2616407,Vitória de Santo Antão,85,73,82,120,109,
PE,2616506,Xexéu,,,,,3,
PE,2699919,Muribeca,,,,,,
PE,2699929,Nossa Senhora do Ó de Goyanna,,,,,,
PE,2699939,Cimbres,,,,,,
PI,2200053,Acauã,,,,,,
PI,2200103,Agricolândia,2,5,4,5,0,
PI,2200202,Água Branca,38,24,29,29,2,
PI,2200251,Alagoinha do Piauí,,,,,0,
PI,2200277,Alegrete do Piauí,,,,,1,
PI,2200301,Alto Longá,9,8,10,11,3,
PI,2200400,Altos,17,18,24,34,14,
PI,2200459,Alvorada do Gurguéia,,,,,,
PI,2200509,Amarante,13,14,13,50,5,
PI,2200608,Angical do Piauí,34,5,27,38,3,
PI,2200707,Anísio de Abreu,8,1,21,18,4,
PI,2200806,Antônio Almeida,3,,,4,2,
PI,2200905,Aroazes,28,5,1,1,0,
PI,2200954,Aroeiras de Itaim,,,,,,
PI,2201002,Arraial,7,5,2,10,1,
PI,2201051,Assunção do Piauí,,,,,,
PI,2201101,Avelino Lopes,5,2,7,4,1,
PI,2201150,Baixa Grande do Ribeiro,,,,,1,
PI,2201176,Barra D'Alcântara,,,,,,
PI,2201200,Barras,27,15,28,62,7,
PI,2201309,Barreiras do Piauí,8,6,10,8,0,
PI,2201408,Barro Duro,9,14,11,22,2,
PI,2201507,Batalha,9,16,26,62,4,
PI,2201556,Bela Vista do Piauí,,,,,,
PI,2201572,Belém do Piauí,,,,,,
PI,2201606,Beneditinos,7,4,2,5,3,
PI,2201705,Bertolínia,4,7,8,8,5,
PI,2201739,Betânia do Piauí,,,,,,
PI,2201770,Boa Hora,,,,,,
PI,2201804,Bocaina,,3,,1,0,
PI,2201903,Bom Jesus,10,8,14,20,11,
PI,2201919,Bom Princípio do Piauí,,,,,0,
PI,2201929,Bonfim do Piauí,,,,,1,
PI,2201945,Boqueirão do Piauí,,,,,,
PI,2201960,Brasileira,,,,,0,
PI,2201988,Brejo do Piauí,,,,,,
PI,2202000,Buriti dos Lopes,14,21,17,107,7,
PI,2202026,Buriti dos Montes,,,,,0,
PI,2202059,Cabeceiras do Piauí,,,,,0,
PI,2202075,Cajazeiras do Piauí,,,,,,
PI,2202083,Cajueiro da Praia,,,,,,
PI,2202091,Caldeirão Grande do Piauí,,,,,1,
PI,2202109,Campinas do Piauí,4,5,1,,0,
PI,2202117,Campo Alegre do Fidalgo,,,,,,
PI,2202133,Campo Grande do Piauí,,,,,,
PI,2202174,Campo Largo do Piauí,,,,,,
PI,2202208,Campo Maior,65,105,60,102,42,
PI,2202251,Canavieira,,,,,0,
PI,2202307,Canto do Buriti,48,20,40,19,11,
PI,2202406,Capitão de Campos,10,12,36,9,2,
PI,2202455,Capitão Gervásio Oliveira,,,,,,
PI,2202505,Caracol,9,10,8,10,0,
PI,2202539,Caraúbas do Piauí,,,,,,
PI,2202554,Caridade do Piauí,,,,,,
PI,2202604,Castelo do Piauí,29,98,28,13,8,
PI,2202653,Caxingó,,,,,,
PI,2202703,Cocal,36,7,13,35,4,
PI,2202711,Cocal de Telha,,,,,,
PI,2202729,Cocal dos Alves,,,,,,
PI,2202737,Coivaras,,,,,0,
PI,2202752,Colônia do Gurguéia,,,,,2,
PI,2202778,Colônia do Piauí,,,,,0,
PI,2202802,Conceição do Canindé,2,6,,4,0,
PI,2202851,Coronel José Dias,,,,,0,
PI,2202901,Corrente,38,7,23,16,34,
PI,2203008,Cristalândia do Piauí,9,3,14,7,1,
PI,2203107,Cristino Castro,11,3,14,13,5,
PI,2203206,Curimatá,6,6,5,8,8,
PI,2203230,Currais,,,,,,
PI,2203255,Curralinhos,,,,,,
PI,2203271,Curral Novo do Piauí,,,,,,
PI,2203305,Demerval Lobão,10,13,24,18,5,
PI,2203354,Dirceu Arcoverde,,,,1,0,
PI,2203404,Dom Expedito Lopes,11,19,13,18,6,
PI,2203420,Domingos Mourão,,6,,7,0,
PI,2203453,Dom Inocêncio,,,,,0,
PI,2203503,Elesbão Veloso,36,26,29,26,8,
PI,2203602,Eliseu Martins,5,2,4,5,0,
PI,2203701,Esperantina,42,52,30,86,15,
PI,2203750,Fartura do Piauí,,,,,0,
PI,2203800,Flores do Piauí,7,20,4,2,0,
PI,2203859,Floresta do Piauí,,,,,,
PI,2203909,Floriano,117,82,74,56,80,
PI,2204006,Francinópolis,14,7,3,14,1,
PI,2204105,Francisco Ayres,6,2,2,31,0,
PI,2204154,Francisco Macedo,,,,,,
PI,2204204,Francisco Santos,4,6,7,4,1,
PI,2204303,Fronteiras,20,11,7,9,4,
PI,2204352,Geminiano,,,,,,
PI,2204402,Gilbués,8,5,6,10,4,
PI,2204501,Guadalupe,9,6,4,14,4,
PI,2204550,Guaribas,,,,,,
PI,2204600,Hugo Napoleão,5,2,2,3,0,
PI,2204659,Ilha Grande,,,,,,
PI,2204709,Inhuma,2,20,12,3,0,
PI,2204808,Ipiranga do Piauí,9,2,5,2,4,
PI,2204907,Isaías Coelho,,3,8,2,0,
PI,2205003,Itainópolis,5,15,8,5,1,
PI,2205102,Itaueira,9,7,28,15,0,
PI,2205151,Jacobina do Piauí,,,,,0,
PI,2205201,Jaicós,5,4,11,4,1,
PI,2205250,Jardim do Mulato,,,,,0,
PI,2205276,Jatobá do Piauí,,,,,,
PI,2205300,Jerumenha,6,,18,6,2,
PI,2205359,João Costa,,,,,,
PI,2205409,Joaquim Pires,9,10,13,17,0,
PI,2205458,Joca Marques,,,,,,
PI,2205508,José de Freitas,9,50,24,36,4,
PI,2205516,Juazeiro do Piauí,,,,,,
PI,2205524,Júlio Borges,,,,,,
PI,2205532,Jurema,,,,,,
PI,2205540,Lagoinha do Piauí,,,,,,
PI,2205557,Lagoa Alegre,,,,,0,
PI,2205565,Lagoa do Barro do Piauí,,,,,0,
PI,2205573,Lagoa de São Francisco,,,,,,
PI,2205581,Lagoa do Piauí,,,,,,
PI,2205599,Lagoa do Sítio,,,,,,
PI,2205607,Landri Sales,4,1,3,12,3,
PI,2205706,Luís Correia,32,38,39,36,26,
PI,2205805,Luzilândia,21,33,46,25,4,
PI,2205854,Madeiro,,,,,,
PI,2205904,Manoel Emídio,11,4,3,9,0,
PI,2205953,Marcolândia,,,,,5,
PI,2206001,Marcos Parente,6,1,4,2,0,
PI,2206050,Massapê do Piauí,,,,,,
PI,2206100,Matias Olímpio,33,50,5,21,1,
PI,2206209,Miguel Alves,49,37,15,14,2,
PI,2206308,Miguel Leão,1,,,4,2,
PI,2206357,Milton Brandão,,,,,,
PI,2206407,Monsenhor Gil,16,10,8,18,2,
PI,2206506,Monsenhor Hipólito,,,6,2,0,
PI,2206605,Monte Alegre do Piauí,2,4,2,6,2,
PI,2206654,Morro Cabeça no Tempo,,,,,,
PI,2206670,Morro do Chapéu do Piauí,,,,,,
PI,2206696,Murici dos Portelas,,,,,,
PI,2206704,Nazaré do Piauí,10,2,7,2,0,
PI,2206720,Nazária,,,,,,
PI,2206753,Nossa Senhora de Nazaré,,,,,,
PI,2206803,Nossa Senhora dos Remédios,8,17,10,25,0,
PI,2206902,Novo Oriente do Piauí,11,9,11,5,2,
PI,2206951,Novo Santo Antônio,,,,,,
PI,2207009,Oeiras,116,52,38,36,32,
PI,2207108,Olho D'Água do Piauí,,,,,,
PI,2207207,Padre Marcos,,1,15,3,2,
PI,2207306,Paes Landim,,4,,1,0,
PI,2207355,Pajeú do Piauí,,,,,,
PI,2207405,Palmeira do Piauí,8,,1,4,0,
PI,2207504,Palmeirais,9,14,21,10,3,
PI,2207553,Paquetá,,,,,,
PI,2207603,Parnaguá,3,2,8,6,1,
PI,2207702,Parnaíba,114,125,137,191,153,
PI,2207751,Passagem Franca do Piauí,,,,,0,
PI,2207777,Patos do Piauí,,,,,0,
PI,2207793,Pau D'Arco do Piauí,,,,,,
PI,2207801,Paulistana,10,6,5,14,8,
PI,2207850,Pavussu,,,,,,
PI,2207900,Pedro II,29,73,30,17,26,
PI,2207934,Pedro Laurentino,,,,,,
PI,2207959,Nova Santa Rita,,,,,,
PI,2208007,Picos,59,172,68,69,95,
PI,2208106,Pimenteiras,13,5,1,1,0,
PI,2208205,Pio IX,29,31,18,78,2,
PI,2208304,Piracuruca,20,53,39,47,19,
PI,2208403,Piripiri,54,56,75,101,63,
PI,2208502,Porto,55,24,9,11,0,
PI,2208551,Porto Alegre do Piauí,,,,,,
PI,2208601,Prata do Piauí,7,3,1,11,0,
PI,2208650,Queimada Nova,,,,,1,
PI,2208700,Redenção do Gurguéia,8,1,6,13,0,
PI,2208809,Regeneração,11,10,12,18,9,
PI,2208858,Riacho Frio,,,,,,
PI,2208874,Ribeira do Piauí,,,,,,
PI,2208908,Ribeiro Gonçalves,5,5,9,3,1,
PI,2209005,Rio Grande do Piauí,6,23,8,29,1,
PI,2209104,Santa Cruz do Piauí,7,3,3,9,4,
PI,2209153,Santa Cruz dos Milagres,,,,,1,
PI,2209203,Santa Filomena,16,1,2,2,0,
PI,2209302,Santa Luz,3,5,2,2,0,
PI,2209351,Santana do Piauí,,,,,1,
PI,2209377,Santa Rosa do Piauí,,,,,0,
PI,2209401,Santo Antônio de Lisboa,1,7,26,23,2,
PI,2209450,Santo Antônio dos Milagres,,,,,,
PI,2209500,Santo Inácio do Piauí,11,12,3,3,0,
PI,2209559,São Braz do Piauí,,,,,0,
PI,2209609,São Félix do Piauí,26,11,4,18,0,
PI,2209658,São Francisco de Assis do Piauí,,,,,,
PI,2209708,São Francisco do Piauí,5,12,8,1,0,
PI,2209757,São Gonçalo do Gurguéia,,,,,,
PI,2209807,São Gonçalo do Piauí,5,3,2,7,0,
PI,2209856,São João da Canabrava,,,,,1,
PI,2209872,São João da Fronteira,,,,,,
PI,2209906,São João da Serra,8,17,12,4,0,
PI,2209955,São João da Varjota,,,,,,
PI,2209971,São João do Arraial,,,,,,
PI,2210003,São João do Piauí,19,29,24,6,17,
PI,2210052,São José do Divino,,,,,0,
PI,2210102,São José do Peixe,5,8,11,1,3,
PI,2210201,São José do Piauí,10,18,,2,1,
PI,2210300,São Julião,27,26,3,28,0,
PI,2210359,São Lourenço do Piauí,,,,,0,
PI,2210375,São Luis do Piauí,,,,,,
PI,2210383,São Miguel da Baixa Grande,,,,,,
PI,2210391,São Miguel do Fidalgo,,,,,,
PI,2210409,São Miguel do Tapuio,12,18,9,4,0,
PI,2210508,São Pedro do Piauí,30,14,2,23,1,
PI,2210607,São Raimundo Nonato,88,86,131,126,25,
PI,2210623,Sebastião Barros,,,,,,
PI,2210631,Sebastião Leal,,,,,,
PI,2210656,Sigefredo Pacheco,,,,,0,
PI,2210706,Simões,22,5,7,8,9,
PI,2210805,Simplício Mendes,11,13,5,4,8,
PI,2210904,Socorro do Piauí,1,1,10,,1,
PI,2210938,Sussuapara,,,,,,
PI,2210953,Tamboril do Piauí,,,,,,
PI,2210979,Tanque do Piauí,,,,,,
PI,2211001,Teresina,372,335,407,421,975,
PI,2211100,União,73,47,27,12,9,
PI,2211209,Uruçuí,41,3,7,5,1,
PI,2211308,Valença do Piauí,47,26,18,13,20,
PI,2211357,Várzea Branca,,,,,0,
PI,2211407,Várzea Grande,17,9,30,26,2,
PI,2211506,Vera Mendes,,,,,,
PI,2211605,Vila Nova do Piauí,,,,,,
PI,2211704,Wall Ferraz,,,,,,
PR,4100103,Abatiá,9,8,5,7,12,
PR,4100202,Adrianópolis,6,8,15,14,14,
PR,4100301,Agudos do Sul,16,7,9,8,15,
PR,4100400,Almirante Tamandaré,26,67,84,72,253,
PR,4100459,Altamira do Paraná,,,,3,2,
PR,4100509,Altônia,18,54,59,43,94,
PR,4100608,Alto Paraná,36,38,40,37,52,
PR,4100707,Alto Piquiri,24,31,39,28,23,
PR,4100806,Alvorada do Sul,7,19,19,8,20,
PR,4100905,Amaporã,7,7,4,8,5,
PR,4101002,Ampére,20,24,20,17,77,
PR,4101051,Anahy,,,,,2,
PR,4101101,Andirá,28,43,42,36,64,
PR,4101150,Ângulo,,,,,7,
PR,4101200,Antonina,21,20,22,25,38,
PR,4101309,Antônio Olinto,10,9,7,4,12,
PR,4101408,Apucarana,150,190,218,210,576,
PR,4101507,Arapongas,199,193,228,214,395,
PR,4101606,Arapoti,9,18,14,17,43,
PR,4101655,Arapuã,,,,,,
PR,4101705,Araruna,29,31,28,24,63,
PR,4101804,Araucária,45,54,96,92,267,
PR,4101853,Ariranha do Ivaí,,,,,,
PR,4101903,Assaí,31,28,25,24,33,
PR,4102000,Assis Chateaubriand,47,82,87,43,100,
PR,4102109,Astorga,67,54,49,64,125,
PR,4102208,Atalaia,12,10,8,8,16,
PR,4102307,Balsa Nova,21,19,34,27,41,
PR,4102406,Bandeirantes,32,51,61,58,108,
PR,4102505,Barbosa Ferraz,23,45,26,22,31,
PR,4102604,Barracão,12,12,15,12,44,
PR,4102703,Barra do Jacaré,6,4,5,3,2,
PR,4102752,Bela Vista da Caroba,,,,,,
PR,4102802,Bela Vista do Paraíso,26,26,37,29,41,
PR,4102901,Bituruna,19,30,48,45,98,
PR,4103008,Boa Esperança,15,11,10,9,13,
PR,4103024,Boa Esperança do Iguaçu,,,,,4,
PR,4103040,Boa Ventura de São Roque,,,,,,
PR,4103057,Boa Vista da Aparecida,,,,10,11,
PR,4103107,Bocaiúva do Sul,10,18,21,13,25,
PR,4103156,Bom Jesus do Sul,,,,,,
PR,4103206,Bom Sucesso,13,21,12,4,19,
PR,4103222,Bom Sucesso do Sul,,,,,6,
PR,4103305,Borrazópolis,15,24,21,17,13,
PR,4103354,Braganey,,,,9,9,
PR,4103370,Brasilândia do Sul,,,,,1,
PR,4103404,Cafeara,2,1,2,2,1,
PR,4103453,Cafelândia,,,,12,29,
PR,4103479,Cafezal do Sul,,,,,15,
PR,4103503,Califórnia,17,16,9,9,38,
PR,4103602,Cambará,45,40,54,39,72,
PR,4103701,Cambé,63,87,111,109,313,
PR,4103800,Cambira,15,18,11,8,28,
PR,4103909,Campina da Lagoa,20,31,11,16,27,
PR,4103958,Campina do Simão,,,,,,
PR,4104006,Campina Grande do Sul,9,14,18,21,101,
PR,4104055,Campo Bonito,,,,,7,
PR,4104105,Campo do Tenente,3,4,3,5,26,
PR,4104204,Campo Largo,102,99,132,108,365,
PR,4104253,Campo Magro,,,,,,
PR,4104303,Campo Mourão,192,162,150,115,285,
PR,4104402,Cândido de Abreu,5,7,6,9,22,
PR,4104428,Candói,,,,,26,
PR,4104451,Cantagalo,,,,16,41,
PR,4104501,Capanema,59,58,51,40,46,
PR,4104600,Capitão Leônidas Marques,19,46,35,20,31,
PR,4104659,Carambeí,,,,,,
PR,4104709,Carlópolis,14,19,26,15,26,
PR,4104808,Cascavel,177,289,366,255,792,
PR,4104907,Castro,67,90,104,100,184,
PR,4105003,Catanduvas,24,46,47,33,5,
PR,4105102,Centenário do Sul,21,22,16,15,14,
PR,4105201,Cerro Azul,6,6,7,6,9,
PR,4105300,Céu Azul,26,72,55,22,58,
PR,4105409,Chopinzinho,27,28,37,29,62,
PR,4105508,Cianorte,97,121,139,139,490,
PR,4105607,Cidade Gaúcha,17,16,23,14,31,
PR,4105706,Clevelândia,61,68,59,60,74,
PR,4105805,Colombo,56,99,141,152,491,
PR,4105904,Colorado,27,35,25,29,72,
PR,4106001,Congonhinhas,47,29,14,7,16,
PR,4106100,Conselheiro Mairinck,7,9,10,4,4,
PR,4106209,Contenda,16,11,6,8,26,
PR,4106308,Corbélia,76,63,74,39,55,
PR,4106407,Cornélio Procópio,83,106,98,68,131,
PR,4106456,Coronel Domingos Soares,,,,,,
PR,4106506,Coronel Vivida,26,45,48,38,87,
PR,4106555,Corumbataí do Sul,,,,,3,
PR,4106571,Cruzeiro do Iguaçu,,,,,1,
PR,4106605,Cruzeiro do Oeste,51,50,59,40,55,
PR,4106704,Cruzeiro do Sul,3,6,9,5,7,
PR,4106803,Cruz Machado,22,23,17,14,36,
PR,4106852,Cruzmaltina,,,,,,
PR,4106902,Curitiba,1503,1751,2765,2099,6133,
PR,4107009,Curiúva,8,14,13,12,29,
PR,4107108,Diamante do Norte,9,9,10,11,8,
PR,4107124,Diamante do Sul,,,,,1,
PR,4107157,Diamante D'Oeste,,,,,8,
PR,4107207,Dois Vizinhos,29,53,64,41,95,
PR,4107256,Douradina,,,,15,12,
PR,4107306,Doutor Camargo,3,8,11,8,22,
PR,4107405,Enéas Marques,13,11,8,4,9,
PR,4107504,Engenheiro Beltrão,16,13,18,8,43,
PR,4107520,Esperança Nova,,,,,,
PR,4107538,Entre Rios do Oeste,,,,,18,
PR,4107546,Espigão Alto do Iguaçu,,,,,,
PR,4107553,Farol,,,,,6,
PR,4107603,Faxinal,20,42,42,17,47,
PR,4107652,Fazenda Rio Grande,,,,,158,
PR,4107702,Fênix,15,17,8,8,9,
PR,4107736,Fernandes Pinheiro,,,,,,
PR,4107751,Figueira,,,,9,25,
PR,4107801,Floraí,16,14,11,7,14,
PR,4107850,Flor da Serra do Sul,,,,,7,
PR,4107900,Floresta,5,5,8,5,17,
PR,4108007,Florestópolis,11,23,9,10,13,
PR,4108106,Flórida,5,4,5,4,10,
PR,4108205,Formosa do Oeste,24,38,40,16,27,
PR,4108304,Foz do Iguaçu,75,85,117,109,348,
PR,4108320,Francisco Alves,,,21,12,17,
PR,4108403,Francisco Beltrão,80,76,97,82,300,
PR,4108452,Foz do Jordão,,,,,,
PR,4108502,General Carneiro,24,31,47,44,94,
PR,4108551,Godoy Moreira,,,,,1,
PR,4108601,Goioerê,36,48,68,65,83,
PR,4108650,Goioxim,,,,,,
PR,4108700,Grandes Rios,12,26,18,19,13,
PR,4108809,Guaíra,54,67,71,48,105,
PR,4108908,Guairaçá,9,8,9,5,11,
PR,4108957,Guamiranga,,,,,,
PR,4109005,Guapirama,6,5,3,2,14,
PR,4109104,Guaporema,9,7,7,2,5,
PR,4109203,Guaraci,22,14,13,6,16,
PR,4109302,Guaraniaçu,19,30,29,35,36,
PR,4109401,Guarapuava,222,251,283,197,462,
PR,4109500,Guaraqueçaba,3,5,3,6,10,
PR,4109609,Guaratuba,10,20,12,12,43,
PR,4109658,Honório Serpa,,,,,10,
PR,4109708,Ibaiti,37,47,47,42,58,
PR,4109757,Ibema,,,,,23,
PR,4109807,Ibiporã,37,70,87,51,164,
PR,4109906,Icaraíma,22,28,20,13,21,
PR,4110003,Iguaraçu,11,12,7,4,14,
PR,4110052,Iguatu,,,,,6,
PR,4110078,Imbaú,,,,,,
PR,4110102,Imbituva,42,48,53,68,167,
PR,4110201,Inácio Martins,17,20,24,26,38,
PR,4110300,Inajá,5,3,3,3,3,
PR,4110409,Indianópolis,13,18,17,14,17,
PR,4110508,Ipiranga,22,20,14,7,22,
PR,4110607,Iporã,66,86,42,42,52,
PR,4110656,Iracema do Oeste,,,,,3,
PR,4110706,Irati,91,96,121,98,225,
PR,4110805,Iretama,11,17,12,17,24,
PR,4110904,Itaguajé,16,6,3,5,7,
PR,4110953,Itaipulândia,,,,,34,
PR,4111001,Itambaracá,10,15,10,8,6,
PR,4111100,Itambé,15,9,8,10,14,
PR,4111209,Itapejara d'Oeste,17,14,9,6,28,
PR,4111258,Itaperuçu,,,,,25,
PR,4111308,Itaúna do Sul,2,,4,3,6,
PR,4111407,Ivaí,18,18,17,14,25,
PR,4111506,Ivaiporã,64,82,89,77,135,
PR,4111555,Ivaté,,,,,13,
PR,4111605,Ivatuba,3,6,9,3,6,
PR,4111704,Jaboti,10,12,13,10,15,
PR,4111803,Jacarezinho,60,62,81,68,98,
PR,4111902,Jaguapitã,17,18,17,11,37,
PR,4112009,Jaguariaíva,11,20,24,32,101,
PR,4112108,Jandaia do Sul,43,46,63,52,119,
PR,4112207,Janiópolis,20,23,15,12,7,
PR,4112306,Japira,10,12,15,7,12,
PR,4112405,Japurá,24,29,24,44,54,
PR,4112504,Jardim Alegre,29,38,30,14,27,
PR,4112603,Jardim Olinda,1,3,4,,2,
PR,4112702,Jataizinho,42,56,51,49,57,
PR,4112751,Jesuítas,,,,13,21,
PR,4112801,Joaquim Távora,29,35,28,19,28,
PR,4112900,Jundiaí do Sul,15,14,7,4,11,
PR,4112959,Juranda,,,,4,5,
PR,4113007,Jussara,8,9,5,4,13,
PR,4113106,Kaloré,7,15,11,8,13,
PR,4113205,Lapa,47,44,60,50,84,
PR,4113254,Laranjal,,,,,2,
PR,4113304,Laranjeiras do Sul,43,70,77,70,79,
PR,4113403,Leópolis,9,3,3,2,9,
PR,4113429,Lidianópolis,,,,,27,
PR,4113452,Lindoeste,,,,,6,
PR,4113502,Loanda,32,43,38,38,61,
PR,4113601,Lobato,10,6,4,4,16,
PR,4113700,Londrina,442,504,653,501,1669,
PR,4113734,Luiziana,,,,,20,
PR,4113759,Lunardelli,,,,10,11,
PR,4113809,Lupionópolis,11,7,5,2,3,
PR,4113908,Mallet,28,24,25,25,48,
PR,4114005,Mamborê,39,31,25,15,43,
PR,4114104,Mandaguaçu,28,28,28,21,27,
PR,4114203,Mandaguari,50,58,74,80,176,
PR,4114302,Mandirituba,54,90,107,87,124,
PR,4114351,Manfrinópolis,,,,,,
PR,4114401,Mangueirinha,32,24,39,26,47,
