Renda per capita
Sigla,Código,Município,1991,2000,
PB,2508901,Mamanguape,75.379,99.264,
PB,2509008,Manaíra,41.462,61.115,
PB,2509057,Marcação,44.582,52.673,
PB,2509107,Mari,54.855,88.767,
PB,2509156,Marizópolis,55.928,88.463,
PB,2509206,Massaranduba,60.242,77.708,
PB,2509305,Mataraca,69.61,75.592,
PB,2509339,Matinhas,48.357,68.104,
PB,2509370,Mato Grosso,37.408,64.613,
PB,2509396,Maturéia,46.341,61.407,
PB,2509404,Mogeiro,46.02,65.038,
PB,2509503,Montadas,43.468,76.763,
PB,2509602,Monte Horebe,57.566,76.51,
PB,2509701,Monteiro,67.408,113.574,
PB,2509800,Mulungu,49.087,75.624,
PB,2509909,Natuba,49.859,66.719,
PB,2510006,Nazarezinho,40.243,64.228,
PB,2510105,Nova Floresta,61.496,84.667,
PB,2510204,Nova Olinda,40.64,61.51,
PB,2510303,Nova Palmeira,52.748,84.793,
PB,2510402,Olho d'Água,44.126,53.928,
PB,2510501,Olivedos,55.862,85.751,
PB,2510600,Ouro Velho,52.676,97.942,
PB,2510659,Parari,40.282,78.46,
PB,2510709,Passagem,50.182,92.834,
PB,2510808,Patos,113.735,163.208,
PB,2510907,Paulista,55.94,92.964,
PB,2511004,Pedra Branca,41.638,63.825,
PB,2511103,Pedra Lavrada,48.696,74.465,
PB,2511202,Pedras de Fogo,76.248,82.532,
PB,2511301,Piancó,51.157,102.466,
PB,2511400,Picuí,70.767,90.937,
PB,2511509,Pilar,51.678,82.616,
PB,2511608,Pilões,50.514,62.359,
PB,2511707,Pilõezinhos,39.616,65.444,
PB,2511806,Pirpirituba,53.776,92.875,
PB,2511905,Pitimbu,62.149,82.45,
PB,2512002,Pocinhos,58.871,73.618,
PB,2512036,Poço Dantas,33.935,54.963,
PB,2512077,Poço de José de Moura,41.548,77.572,
PB,2512101,Pombal,93.802,116.303,
PB,2512200,Prata,49.698,95.785,
PB,2512309,Princesa Isabel,61.152,98.279,
PB,2512408,Puxinanã,61.56,73.368,
PB,2512507,Queimadas,53.02,86.454,
PB,2512606,Quixabá,40.632,72.978,
PB,2512705,Remígio,82.027,92.314,
PB,2512721,Pedro Régis,42.312,62.781,
PB,2512747,Riachão,35.303,64.253,
PB,2512754,Riachão do Bacamarte,51.601,80.272,
PB,2512762,Riachão do Poço,50.229,69.308,
PB,2512788,Riacho de Santo Antônio,64.81,81.945,
PB,2512804,Riacho dos Cavalos,44.829,71.905,
PB,2512903,Rio Tinto,70.716,97.26,
PB,2513000,Salgadinho,37.179,60.26,
PB,2513109,Salgado de São Félix,53.238,71.447,
PB,2513158,Santa Cecília,45.96,47.554,
PB,2513208,Santa Cruz,48.736,84,
PB,2513307,Santa Helena,63.127,93.592,
PB,2513356,Santa Inês,39.418,49.382,
PB,2513406,Santa Luzia,88.569,117.544,
PB,2513505,Santana de Mangueira,40.155,53.438,
PB,2513604,Santana dos Garrotes,35.056,66.866,
PB,2513653,Santarém,35.458,75.871,
PB,2513703,Santa Rita,79.905,105.065,
PB,2513802,Santa Teresinha,38.855,71.375,
PB,2513851,Santo André,56.036,94.993,
PB,2513901,São Bento,84.637,112.246,
PB,2513927,São Bentinho,42.388,76.422,
PB,2513943,São Domingos do Cariri,59.795,93.532,
PB,2513968,São Domingos de Pombal,43.521,71.22,
PB,2513984,São Francisco,44.791,77.882,
PB,2514008,São João do Cariri,64.82,102.012,
PB,2514107,São João do Tigre,36.551,67.148,
PB,2514206,São José da Lagoa Tapada,43.511,59.672,
PB,2514305,São José de Caiana,28.648,56.07,
PB,2514404,São José de Espinharas,40.671,72.252,
PB,2514453,São José dos Ramos,47.553,67.026,
PB,2514503,São José de Piranhas,53.24,82.763,
PB,2514552,São José de Princesa,42.464,59.874,
PB,2514602,São José do Bonfim,43.445,71.735,
PB,2514651,São José do Brejo do Cruz,49.032,71.44,
PB,2514701,São José do Sabugi,52.902,89.109,
PB,2514800,São José dos Cordeiros,42.983,76.033,
PB,2514909,São Mamede,57.11,108.453,
PB,2515005,São Miguel de Taipu,45.959,68.783,
PB,2515104,São Sebastião de Lagoa de Roça,60.67,104.833,
PB,2515203,São Sebastião do Umbuzeiro,55.346,87.273,
PB,2515302,Sapé,63.977,79.722,
PB,2515401,Seridó,38.237,57.055,
PB,2515500,Serra Branca,78.306,111.655,
PB,2515609,Serra da Raiz,47.367,73.771,
PB,2515708,Serra Grande,36.866,73.959,
PB,2515807,Serra Redonda,50.792,86.939,
PB,2515906,Serraria,47.698,66.594,
PB,2515930,Sertãozinho,48.54,83.328,
PB,2515971,Sobrado,49.697,67.619,
PB,2516003,Solânea,78.861,100.586,
PB,2516102,Soledade,68.254,101.815,
PB,2516151,Sossêgo,43.434,62.414,
PB,2516201,Sousa,92.099,144.247,
PB,2516300,Sumé,69.481,101.387,
PB,2516409,Campo de Santana,60.777,63.677,
PB,2516508,Taperoá,48.586,71.79,
PB,2516607,Tavares,46.171,61.459,
PB,2516706,Teixeira,59.352,86.928,
PB,2516755,Tenório,40.221,67.611,
PB,2516805,Triunfo,47.751,81.212,
PB,2516904,Uiraúna,69.195,119.485,
PB,2517001,Umbuzeiro,52.403,73.593,
PB,2517100,Várzea,56.609,105.146,
PB,2517209,Vieirópolis,39.591,62.649,
PB,2517407,Zabelê,52.316,89.614,
PE,2600054,Abreu e Lima,108.858,129.603,
PE,2600104,Afogados da Ingazeira,80.993,140.661,
PE,2600203,Afrânio,50.773,71.177,
PE,2600302,Agrestina,79.118,108.037,
PE,2600401,Água Preta,60.648,65.499,
PE,2600500,Águas Belas,57.176,65.396,
PE,2600609,Alagoinha,74.449,92.256,
PE,2600708,Aliança,56.359,74.767,
PE,2600807,Altinho,69.149,83.878,
PE,2600906,Amaraji,59.258,79.125,
PE,2601003,Angelim,61.457,84.65,
PE,2601052,Araçoiaba,48.37,75.411,
PE,2601102,Araripina,66.378,114.789,
PE,2601201,Arcoverde,130.861,170.863,
PE,2601300,Barra de Guabiraba,68.204,76.452,
PE,2601409,Barreiros,101.481,93.215,
PE,2601508,Belém de Maria,62.635,70.963,
PE,2601607,Belém de São Francisco,77.815,114.21,
PE,2601706,Belo Jardim,87.091,117.371,
PE,2601805,Betânia,42.185,59.446,
PE,2601904,Bezerros,83.249,116.256,
PE,2602001,Bodocó,56.413,76.256,
PE,2602100,Bom Conselho,74.729,80.546,
PE,2602209,Bom Jardim,60.763,73.632,
PE,2602308,Bonito,68.535,102.457,
PE,2602407,Brejão,50.745,68.109,
PE,2602506,Brejinho,57.691,62.136,
PE,2602605,Brejo da Madre de Deus,83.567,103.17,
PE,2602704,Buenos Aires,52.63,74.996,
PE,2602803,Buíque,54.387,59.952,
PE,2602902,Cabo de Santo Agostinho,100.035,132.012,
PE,2603009,Cabrobó,85.37,112.541,
PE,2603108,Cachoeirinha,103.992,124.104,
PE,2603207,Caetés,58.153,55.78,
PE,2603306,Calçado,53.483,73.721,
PE,2603405,Calumbi,42.811,67.287,
PE,2603454,Camaragibe,119.364,173.441,
PE,2603504,Camocim de São Félix,112.159,114.54,
PE,2603603,Camutanga,70.214,81.041,
PE,2603702,Canhotinho,63.499,84.073,
PE,2603801,Capoeiras,61.81,73.199,
PE,2603900,Carnaíba,58.251,65.821,
PE,2603926,Carnaubeira da Penha,40.292,41.316,
PE,2604007,Carpina,110.274,171.891,
PE,2604106,Caruaru,161.624,209.761,
PE,2604155,Casinhas,56.076,81.008,
PE,2604205,Catende,68.743,104.186,
PE,2604304,Cedro,47.231,90.763,
PE,2604403,Chã de Alegria,56.362,69.649,
PE,2604502,Chã Grande,84.306,94.952,
PE,2604601,Condado,83.457,80.014,
PE,2604700,Correntes,68.13,85.807,
PE,2604809,Cortês,58.379,74.181,
PE,2604908,Cumaru,71.286,56.347,
PE,2605004,Cupira,81.501,101.591,
PE,2605103,Custódia,65.571,102.923,
PE,2605152,Dormentes,42.85,65.673,
PE,2605202,Escada,65.615,95.459,
PE,2605301,Exu,55.73,70.011,
PE,2605400,Feira Nova,62.474,97.99,
PE,2605459,Fernando de Noronha,223.739,558.947,
PE,2605509,Ferreiros,68.903,85.537,
PE,2605608,Flores,47.948,69.724,
PE,2605707,Floresta,90.793,114.157,
PE,2605806,Frei Miguelinho,65.706,83.135,
PE,2605905,Gameleira,59.694,76.15,
PE,2606002,Garanhuns,139.909,167.831,
PE,2606101,Glória do Goitá,66.009,84.477,
PE,2606200,Goiana,87.383,117.826,
PE,2606309,Granito,44.273,67.052,
PE,2606408,Gravatá,103.967,137.743,
PE,2606507,Iati,47.816,54.14,
PE,2606606,Ibimirim,62.529,68.385,
PE,2606705,Ibirajuba,56.291,68.964,
PE,2606804,Igarassu,88.396,120.553,
PE,2606903,Iguaraci,61.06,83.102,
PE,2607000,Inajá,55.049,68.042,
PE,2607109,Ingazeira,53.411,97.015,
PE,2607208,Ipojuca,63.463,101.963,
PE,2607307,Ipubi,59.379,85.301,
PE,2607406,Itacuruba,118.386,116.723,
PE,2607505,Itaíba,55.54,72.498,
PE,2607604,Itamaracá,122.667,155.541,
PE,2607653,Itambé,63.745,78.078,
PE,2607703,Itapetim,59.069,88.687,
PE,2607752,Itapissuma,64.994,114.97,
PE,2607802,Itaquitinga,60.359,81.825,
PE,2607901,Jaboatão dos Guararapes,184.712,235.53,
PE,2607950,Jaqueira,64.229,65.025,
PE,2608008,Jataúba,71.725,72.749,
PE,2608057,Jatobá,104.311,108.081,
PE,2608107,João Alfredo,78.871,85.85,
PE,2608206,Joaquim Nabuco,59.756,80.366,
PE,2608255,Jucati,53.075,65.576,
PE,2608305,Jupi,59.863,91.426,
PE,2608404,Jurema,46.697,74.85,
PE,2608453,Lagoa do Carro,74.64,114.798,
PE,2608503,Lagoa do Itaenga,59.482,82.577,
PE,2608602,Lagoa do Ouro,54.546,62.391,
PE,2608701,Lagoa dos Gatos,52.399,74.156,
PE,2608750,Lagoa Grande,71.183,102.824,
PE,2608800,Lajedo,95.6,121.555,
PE,2608909,Limoeiro,92.949,118.032,
PE,2609006,Macaparana,66.619,78.044,
PE,2609105,Machados,57.651,89.089,
PE,2609154,Manari,44.82,30.429,
PE,2609204,Maraial,61.12,60.567,
PE,2609303,Mirandiba,53.612,66.53,
PE,2609402,Moreno,89.626,100.34,
PE,2609501,Nazaré da Mata,103.544,118.366,
PE,2609600,Olinda,218.023,257.41,
PE,2609709,Orobó,57.418,78.108,
PE,2609808,Orocó,76.399,98.862,
PE,2609907,Ouricuri,64.916,104.881,
PE,2610004,Palmares,95.472,134.466,
PE,2610103,Palmeirina,56.006,95.806,
PE,2610202,Panelas,58.471,72.227,
PE,2610301,Paranatama,62.383,67.083,
PE,2610400,Parnamirim,52.039,85.999,
PE,2610509,Passira,59.832,80.839,
PE,2610608,Paudalho,74.336,105.717,
PE,2610707,Paulista,186.7,213.376,
PE,2610806,Pedra,68.304,87.141,
PE,2610905,Pesqueira,93.788,113.1,
PE,2611002,Petrolândia,100.405,115.553,
PE,2611101,Petrolina,149.603,201.23,
PE,2611200,Poção,69.46,80.49,
PE,2611309,Pombos,77.838,107.007,
PE,2611408,Primavera,56.731,84.882,
PE,2611507,Quipapá,58.042,72.724,
PE,2611533,Quixaba,45.226,55.97,
PE,2611606,Recife,303.115,392.46,
PE,2611705,Riacho das Almas,72.141,145.511,
PE,2611804,Ribeirão,79.285,111.536,
PE,2611903,Rio Formoso,56.376,81.969,
PE,2612000,Sairé,63.49,84.57,
PE,2612109,Salgadinho,53.091,78.852,
PE,2612208,Salgueiro,108.785,141.922,
PE,2612307,Saloá,87.985,75.74,
PE,2612406,Sanharó,88.553,130.244,
PE,2612455,Santa Cruz,31.691,61.371,
PE,2612471,Santa Cruz da Baixa Verde,49.673,80.571,
PE,2612505,Santa Cruz do Capibaribe,168.567,207.855,
PE,2612554,Santa Filomena,26.978,50.244,
PE,2612604,Santa Maria da Boa Vista,93.311,104.222,
PE,2612703,Santa Maria do Cambucá,51.388,71.486,
PE,2612802,Santa Terezinha,52.28,75.506,
PE,2612901,São Benedito do Sul,52.798,58.547,
PE,2613008,São Bento do Una,96.894,155.611,
PE,2613107,São Caitano,73.792,93.864,
PE,2613206,São João,61.89,76.666,
PE,2613305,São Joaquim do Monte,72.683,76.609,
PE,2613404,São José da Coroa Grande,64.122,97.581,
PE,2613503,São José do Belmonte,50.635,82.265,
PE,2613602,São José do Egito,91.649,97.282,
PE,2613701,São Lourenço da Mata,93.773,124.579,
PE,2613800,São Vicente Ferrer,68.773,78.34,
PE,2613909,Serra Talhada,94.859,126.979,
PE,2614006,Serrita,49.584,75.026,
PE,2614105,Sertânia,71.041,100.997,
PE,2614204,Sirinhaém,51.48,86.48,
PE,2614303,Moreilândia,37.147,65.047,
PE,2614402,Solidão,33.534,55.21,
PE,2614501,Surubim,97.174,131.704,
PE,2614600,Tabira,76.156,82.945,
PE,2614709,Tacaimbó,59.802,79.242,
PE,2614808,Tacaratu,70.868,69.82,
PE,2614857,Tamandaré,55.076,84.146,
PE,2615003,Taquaritinga do Norte,105.121,141.103,
PE,2615102,Terezinha,48.36,52.941,
PE,2615201,Terra Nova,82.247,98.744,
PE,2615300,Timbaúba,87.982,118.639,
PE,2615409,Toritama,172.422,195.273,
PE,2615508,Tracunhaém,59.101,83.859,
PE,2615607,Trindade,73.733,178.13,
PE,2615706,Triunfo,74.027,113.129,
PE,2615805,Tupanatinga,42.678,51.905,
PE,2615904,Tuparetama,76.643,109.035,
PE,2616001,Venturosa,68.131,100.1,
PE,2616100,Verdejante,49.477,72.637,
PE,2616183,Vertente do Lério,56.421,60.588,
PE,2616209,Vertentes,69.938,98.749,
PE,2616308,Vicência,62.074,79.727,
PE,2616407,Vitória de Santo Antão,101.217,129.288,
PE,2616506,Xexéu,48.23,64.988,
PE,2699919,Muribeca,,,
PE,2699929,Nossa Senhora do Ó de Goyanna,,,
PE,2699939,Cimbres,,,
PI,2200053,Acauã,39.133,39.592,
PI,2200103,Agricolândia,43.926,66.681,
PI,2200202,Água Branca,72.427,102.096,
PI,2200251,Alagoinha do Piauí,55.806,96.077,
PI,2200277,Alegrete do Piauí,52.093,97.911,
PI,2200301,Alto Longá,48.201,64.215,
PI,2200400,Altos,59.455,77.959,
PI,2200459,Alvorada do Gurguéia,47.148,73.455,
PI,2200509,Amarante,59.163,78.479,
PI,2200608,Angical do Piauí,66.607,74.063,
PI,2200707,Anísio de Abreu,45.12,88.088,
PI,2200806,Antônio Almeida,37.307,81.003,
PI,2200905,Aroazes,52.774,72.54,
PI,2200954,Aroeiras de Itaim,,,
PI,2201002,Arraial,48.301,59.794,
PI,2201051,Assunção do Piauí,36.378,74.218,
PI,2201101,Avelino Lopes,56.787,63.35,
PI,2201150,Baixa Grande do Ribeiro,42.213,66.092,
PI,2201176,Barra D'Alcântara,33.64,64.849,
PI,2201200,Barras,45.211,75.302,
PI,2201309,Barreiras do Piauí,59.006,79.09,
PI,2201408,Barro Duro,75.195,91.499,
PI,2201507,Batalha,40.216,63.056,
PI,2201556,Bela Vista do Piauí,31.559,63.076,
PI,2201572,Belém do Piauí,33.524,65.083,
PI,2201606,Beneditinos,40.888,77.341,
PI,2201705,Bertolínia,51.192,70.452,
PI,2201739,Betânia do Piauí,38.041,35.492,
PI,2201770,Boa Hora,46.706,56.595,
PI,2201804,Bocaina,52.955,105.743,
PI,2201903,Bom Jesus,98.182,132.145,
PI,2201919,Bom Princípio do Piauí,42.079,66.527,
PI,2201929,Bonfim do Piauí,41.299,73.685,
PI,2201945,Boqueirão do Piauí,44.009,49.955,
PI,2201960,Brasileira,43.731,66.332,
PI,2201988,Brejo do Piauí,26.275,59.913,
PI,2202000,Buriti dos Lopes,48.258,71.87,
PI,2202026,Buriti dos Montes,35.194,59.458,
PI,2202059,Cabeceiras do Piauí,33.568,48.034,
PI,2202075,Cajazeiras do Piauí,33.257,70.058,
PI,2202083,Cajueiro da Praia,38.376,63.556,
PI,2202091,Caldeirão Grande do Piauí,45.341,68.221,
PI,2202109,Campinas do Piauí,48.514,64.558,
PI,2202117,Campo Alegre do Fidalgo,34.984,51.281,
PI,2202133,Campo Grande do Piauí,56.973,62.892,
PI,2202174,Campo Largo do Piauí,29.057,44.913,
PI,2202208,Campo Maior,96.527,118.893,
PI,2202251,Canavieira,49.788,63.163,
PI,2202307,Canto do Buriti,67.381,100.976,
PI,2202406,Capitão de Campos,52.215,62.149,
PI,2202455,Capitão Gervásio Oliveira,32.489,53.385,
PI,2202505,Caracol,52.241,72.664,
PI,2202539,Caraúbas do Piauí,32.746,49.733,
PI,2202554,Caridade do Piauí,33.001,58.196,
PI,2202604,Castelo do Piauí,66.179,72.306,
PI,2202653,Caxingó,32.889,52.247,
PI,2202703,Cocal,43.806,61.199,
PI,2202711,Cocal de Telha,51.611,67.078,
PI,2202729,Cocal dos Alves,34.23,56.003,
PI,2202737,Coivaras,45.955,58.438,
PI,2202752,Colônia do Gurguéia,43.908,72.051,
PI,2202778,Colônia do Piauí,38.337,61.185,
PI,2202802,Conceição do Canindé,43.155,74.728,
PI,2202851,Coronel José Dias,45.622,69.606,
PI,2202901,Corrente,80.837,118.696,
PI,2203008,Cristalândia do Piauí,43.542,70.863,
PI,2203107,Cristino Castro,59.319,115.562,
PI,2203206,Curimatá,61.248,117.789,
PI,2203230,Currais,32.489,54.286,
PI,2203255,Curralinhos,38.773,52.453,
PI,2203271,Curral Novo do Piauí,32.044,57.278,
PI,2203305,Demerval Lobão,69.883,83.864,
PI,2203354,Dirceu Arcoverde,52.68,78.992,
PI,2203404,Dom Expedito Lopes,73.65,109.952,
PI,2203420,Domingos Mourão,39.401,45.305,
PI,2203453,Dom Inocêncio,41.081,64.615,
PI,2203503,Elesbão Veloso,55.347,72.512,
PI,2203602,Eliseu Martins,47.309,79.732,
PI,2203701,Esperantina,60.712,85.77,
PI,2203750,Fartura do Piauí,42.703,69.924,
PI,2203800,Flores do Piauí,49.971,70.562,
PI,2203859,Floresta do Piauí,35.265,60.322,
PI,2203909,Floriano,138.429,172.706,
PI,2204006,Francinópolis,45.011,58.417,
PI,2204105,Francisco Ayres,59.539,62.362,
PI,2204154,Francisco Macedo,34.542,61.157,
PI,2204204,Francisco Santos,69.947,97.216,
PI,2204303,Fronteiras,72.361,111.479,
PI,2204352,Geminiano,40.995,65.474,
PI,2204402,Gilbués,60.519,86.863,
PI,2204501,Guadalupe,97.734,116.608,
PI,2204550,Guaribas,31.239,43.794,
PI,2204600,Hugo Napoleão,45.578,71.195,
PI,2204659,Ilha Grande,44.409,73.579,
PI,2204709,Inhuma,62.802,102.915,
PI,2204808,Ipiranga do Piauí,57.515,84.574,
PI,2204907,Isaías Coelho,33.402,55.718,
PI,2205003,Itainópolis,47.81,97.684,
PI,2205102,Itaueira,43.571,109.776,
PI,2205151,Jacobina do Piauí,42.524,59.883,
PI,2205201,Jaicós,56.989,83.491,
PI,2205250,Jardim do Mulato,35.573,60.146,
PI,2205276,Jatobá do Piauí,40.586,69.256,
PI,2205300,Jerumenha,72.117,73.42,
PI,2205359,João Costa,38.55,61.851,
PI,2205409,Joaquim Pires,41.362,62.539,
PI,2205458,Joca Marques,32.805,52.094,
PI,2205508,José de Freitas,50.753,80.279,
PI,2205516,Juazeiro do Piauí,29.945,50.975,
PI,2205524,Júlio Borges,25.929,51.372,
PI,2205532,Jurema,36.48,61.795,
PI,2205540,Lagoinha do Piauí,44.019,69.731,
PI,2205557,Lagoa Alegre,32.077,55.138,
PI,2205565,Lagoa do Barro do Piauí,40.084,57.377,
PI,2205573,Lagoa de São Francisco,37.694,47.029,
PI,2205581,Lagoa do Piauí,36.98,60.001,
PI,2205599,Lagoa do Sítio,44.424,64.853,
PI,2205607,Landri Sales,65.355,82.522,
PI,2205706,Luís Correia,42.302,73.413,
PI,2205805,Luzilândia,48.705,74.645,
PI,2205854,Madeiro,30.168,50.445,
PI,2205904,Manoel Emídio,37.8,64.822,
PI,2205953,Marcolândia,62.594,91.374,
PI,2206001,Marcos Parente,48.914,89.711,
PI,2206050,Massapê do Piauí,35.493,55.968,
PI,2206100,Matias Olímpio,41.065,60.519,
PI,2206209,Miguel Alves,49.756,57.535,
PI,2206308,Miguel Leão,52.067,70.41,
PI,2206357,Milton Brandão,31.125,36.818,
PI,2206407,Monsenhor Gil,53.702,75.799,
PI,2206506,Monsenhor Hipólito,53.957,113.189,
PI,2206605,Monte Alegre do Piauí,57.47,65.202,
PI,2206654,Morro Cabeça no Tempo,32.064,48.266,
PI,2206670,Morro do Chapéu do Piauí,34.467,46.436,
PI,2206696,Murici dos Portelas,29.724,53.595,
PI,2206704,Nazaré do Piauí,42.02,58.934,
PI,2206720,Nazária,,,
PI,2206753,Nossa Senhora de Nazaré,43.985,60.538,
PI,2206803,Nossa Senhora dos Remédios,37.549,59.757,
PI,2206902,Novo Oriente do Piauí,47.276,79.017,
PI,2206951,Novo Santo Antônio,38.553,42.748,
PI,2207009,Oeiras,70.926,109.04,
PI,2207108,Olho D'Água do Piauí,38.81,62.579,
PI,2207207,Padre Marcos,50.803,64.202,
PI,2207306,Paes Landim,40.587,68.484,
PI,2207355,Pajeú do Piauí,31.784,89.216,
PI,2207405,Palmeira do Piauí,41.817,77.478,
PI,2207504,Palmeirais,40.308,61.406,
PI,2207553,Paquetá,40.562,53.013,
PI,2207603,Parnaguá,44.589,66.549,
PI,2207702,Parnaíba,101.529,164.765,
PI,2207751,Passagem Franca do Piauí,32.339,55.115,
PI,2207777,Patos do Piauí,49.526,70.445,
PI,2207793,Pau D'Arco do Piauí,,,
PI,2207801,Paulistana,53.478,88.547,
PI,2207850,Pavussu,53.294,60.583,
PI,2207900,Pedro II,52.233,64.695,
PI,2207934,Pedro Laurentino,34.073,59.414,
PI,2207959,Nova Santa Rita,34.666,48.41,
PI,2208007,Picos,119.996,175.818,
PI,2208106,Pimenteiras,52.921,58.147,
PI,2208205,Pio IX,45.032,79.272,
PI,2208304,Piracuruca,70.674,74.958,
PI,2208403,Piripiri,73.736,106.49,
PI,2208502,Porto,40.976,56.589,
PI,2208551,Porto Alegre do Piauí,31.811,57.568,
PI,2208601,Prata do Piauí,47.052,67.218,
PI,2208650,Queimada Nova,43.58,47.338,
PI,2208700,Redenção do Gurguéia,44.835,66.855,
PI,2208809,Regeneração,53.005,76.875,
PI,2208858,Riacho Frio,33.189,73.149,
PI,2208874,Ribeira do Piauí,36.524,50.187,
PI,2208908,Ribeiro Gonçalves,54.258,107.062,
PI,2209005,Rio Grande do Piauí,61.621,85.852,
PI,2209104,Santa Cruz do Piauí,48.958,98.564,
PI,2209153,Santa Cruz dos Milagres,30.745,66.528,
PI,2209203,Santa Filomena,52.207,71.767,
PI,2209302,Santa Luz,47.958,71.908,
PI,2209351,Santana do Piauí,51.52,70.13,
PI,2209377,Santa Rosa do Piauí,40.435,74.006,
PI,2209401,Santo Antônio de Lisboa,98.789,119.818,
PI,2209450,Santo Antônio dos Milagres,38.352,56.208,
PI,2209500,Santo Inácio do Piauí,50.11,87.102,
PI,2209559,São Braz do Piauí,42.693,67.328,
PI,2209609,São Félix do Piauí,48.688,84.172,
PI,2209658,São Francisco de Assis do Piauí,29.887,45.939,
PI,2209708,São Francisco do Piauí,32.187,58.206,
PI,2209757,São Gonçalo do Gurguéia,43.621,68.745,
PI,2209807,São Gonçalo do Piauí,75.097,79.198,
PI,2209856,São João da Canabrava,46.619,71.716,
PI,2209872,São João da Fronteira,46.93,67.228,
PI,2209906,São João da Serra,34.809,56.894,
PI,2209955,São João da Varjota,39.352,62.954,
PI,2209971,São João do Arraial,31.355,59.221,
PI,2210003,São João do Piauí,72.005,108.484,
PI,2210052,São José do Divino,36.136,61.189,
PI,2210102,São José do Peixe,50.958,74.262,
PI,2210201,São José do Piauí,59.009,62.738,
PI,2210300,São Julião,63.875,93.457,
PI,2210359,São Lourenço do Piauí,52.728,66.638,
PI,2210375,São Luis do Piauí,39.56,64.396,
PI,2210383,São Miguel da Baixa Grande,40.498,62.277,
PI,2210391,São Miguel do Fidalgo,37.573,42.261,
PI,2210409,São Miguel do Tapuio,35.263,57.215,
PI,2210508,São Pedro do Piauí,51.169,75.269,
PI,2210607,São Raimundo Nonato,86.993,118.211,
PI,2210623,Sebastião Barros,29.538,52.942,
PI,2210631,Sebastião Leal,29.339,56.588,
PI,2210656,Sigefredo Pacheco,46.982,52.284,
PI,2210706,Simões,64.838,66.431,
PI,2210805,Simplício Mendes,84.806,118.061,
PI,2210904,Socorro do Piauí,51.281,57.367,
PI,2210938,Sussuapara,53.13,80.551,
PI,2210953,Tamboril do Piauí,33.191,62.954,
PI,2210979,Tanque do Piauí,45.06,72.473,
PI,2211001,Teresina,177.266,250.69,
PI,2211100,União,54.546,64.592,
PI,2211209,Uruçuí,64.879,90.936,
PI,2211308,Valença do Piauí,86.856,137.437,
PI,2211357,Várzea Branca,41.12,49.587,
PI,2211407,Várzea Grande,51.173,81.005,
PI,2211506,Vera Mendes,32.848,64.039,
PI,2211605,Vila Nova do Piauí,47.259,73.804,
PI,2211704,Wall Ferraz,29.384,63.125,
PR,4100103,Abatiá,120.158,148.918,
PR,4100202,Adrianópolis,104.586,115.595,
PR,4100301,Agudos do Sul,112.375,153.986,
PR,4100400,Almirante Tamandaré,151.597,197.645,
PR,4100459,Altamira do Paraná,82.256,122.746,
PR,4100509,Altônia,124.169,185.518,
PR,4100608,Alto Paraná,138.775,198.72,
PR,4100707,Alto Piquiri,112.863,221.783,
PR,4100806,Alvorada do Sul,155.904,214.316,
PR,4100905,Amaporã,105.46,172.024,
PR,4101002,Ampére,109.357,234.613,
PR,4101051,Anahy,97.648,152.141,
PR,4101101,Andirá,152.524,237.671,
PR,4101150,Ângulo,130.366,205.513,
PR,4101200,Antonina,141.709,196.799,
PR,4101309,Antônio Olinto,85.87,127.929,
PR,4101408,Apucarana,205.693,288.47,
PR,4101507,Arapongas,239.448,304.072,
PR,4101606,Arapoti,216.578,331,
PR,4101655,Arapuã,69.755,120.698,
PR,4101705,Araruna,112.291,188.285,
PR,4101804,Araucária,187.156,242.059,
PR,4101853,Ariranha do Ivaí,72.577,140.406,
PR,4101903,Assaí,202.222,200.291,
PR,4102000,Assis Chateaubriand,178.017,347.602,
PR,4102109,Astorga,200.011,268.79,
PR,4102208,Atalaia,154.927,231.459,
PR,4102307,Balsa Nova,144.664,205.889,
PR,4102406,Bandeirantes,168.926,230.805,
PR,4102505,Barbosa Ferraz,104.026,158.501,
PR,4102604,Barracão,181.163,235.192,
PR,4102703,Barra do Jacaré,163.08,197.744,
PR,4102752,Bela Vista da Caroba,83.599,136.764,
PR,4102802,Bela Vista do Paraíso,182.569,258.667,
PR,4102901,Bituruna,107.633,161.794,
PR,4103008,Boa Esperança,177.782,181.609,
PR,4103024,Boa Esperança do Iguaçu,94.474,186.627,
PR,4103040,Boa Ventura de São Roque,68.687,168.216,
PR,4103057,Boa Vista da Aparecida,71.479,176.938,
PR,4103107,Bocaiúva do Sul,120.563,185.814,
PR,4103156,Bom Jesus do Sul,71.116,110.78,
PR,4103206,Bom Sucesso,130.241,175.399,
PR,4103222,Bom Sucesso do Sul,118.667,200.031,
PR,4103305,Borrazópolis,148.481,165.849,
PR,4103354,Braganey,107.226,135.371,
PR,4103370,Brasilândia do Sul,104.886,160.13,
PR,4103404,Cafeara,133.991,171.66,
PR,4103453,Cafelândia,292.843,263.552,
PR,4103479,Cafezal do Sul,91.425,182.056,
PR,4103503,Califórnia,133.074,209.255,
PR,4103602,Cambará,244.821,246.634,
PR,4103701,Cambé,181.1,265.448,
PR,4103800,Cambira,134.867,206.015,
PR,4103909,Campina da Lagoa,114.756,188.269,
PR,4103958,Campina do Simão,77.186,129.926,
PR,4104006,Campina Grande do Sul,175.643,212.535,
PR,4104055,Campo Bonito,94.552,132.054,
